index,statement,sample_id,openai/gpt-5.4
736,anthony quinn playing crazy horse,9,0
739,ive bought wired headphones that sound better than these,5,1
739,ive bought wired headphones that sound better than these,2,1
738,treated equally special,2,0
740,them except cole who was totally unbelievable in the part,9,1
741,bad,4,1
741,bad,2,1
740,them except cole who was totally unbelievable in the part,10,1
741,bad,8,1
741,bad,6,1
741,bad,3,1
741,bad,5,1
743,hang together at all and the acting is absolutely appalling,2,1
741,bad,1,1
741,bad,9,1
742,who has no real torture,7,0
742,who has no real torture,10,0
742,who has no real torture,8,0
743,hang together at all and the acting is absolutely appalling,7,1
742,who has no real torture,2,0
742,who has no real torture,3,0
742,who has no real torture,0,0
743,hang together at all and the acting is absolutely appalling,8,1
741,bad,7,1
742,who has no real torture,6,0
741,bad,10,1
744,thing was there was no speakerphone,5,0
742,who has no real torture,4,0
743,hang together at all and the acting is absolutely appalling,5,1
742,who has no real torture,1,0
744,thing was there was no speakerphone,0,0
743,hang together at all and the acting is absolutely appalling,1,1
743,hang together at all and the acting is absolutely appalling,10,1
745,to come out at one point,1,0
745,to come out at one point,2,0
741,bad,0,1
744,thing was there was no speakerphone,4,0
744,thing was there was no speakerphone,7,1
744,thing was there was no speakerphone,3,0
744,thing was there was no speakerphone,2,1
742,who has no real torture,5,0
743,hang together at all and the acting is absolutely appalling,0,1
743,hang together at all and the acting is absolutely appalling,4,1
744,thing was there was no speakerphone,6,0
744,thing was there was no speakerphone,10,0
744,thing was there was no speakerphone,9,0
742,who has no real torture,9,0
743,hang together at all and the acting is absolutely appalling,6,1
743,hang together at all and the acting is absolutely appalling,3,1
744,thing was there was no speakerphone,1,0
744,thing was there was no speakerphone,8,0
745,to come out at one point,9,0
745,to come out at one point,5,0
745,to come out at one point,0,0
743,hang together at all and the acting is absolutely appalling,9,1
745,to come out at one point,7,0
745,to come out at one point,6,0
746,antithesis of all that is good about human traffic,2,0
745,to come out at one point,4,0
746,antithesis of all that is good about human traffic,3,0
745,to come out at one point,3,0
745,to come out at one point,10,0
746,antithesis of all that is good about human traffic,0,1
745,to come out at one point,8,0
747,and all the food they offered was bland,2,1
747,and all the food they offered was bland,8,1
747,and all the food they offered was bland,0,1
746,antithesis of all that is good about human traffic,9,0
748,my step going over when its so slow moving,0,0
747,and all the food they offered was bland,6,1
746,antithesis of all that is good about human traffic,7,0
748,my step going over when its so slow moving,5,0
746,antithesis of all that is good about human traffic,4,0
747,and all the food they offered was bland,5,1
746,antithesis of all that is good about human traffic,8,0
748,my step going over when its so slow moving,4,0
748,my step going over when its so slow moving,3,0
748,my step going over when its so slow moving,7,0
746,antithesis of all that is good about human traffic,1,0
746,antithesis of all that is good about human traffic,6,0
749,as much as cheap quality black olives,4,0
747,and all the food they offered was bland,3,1
748,my step going over when its so slow moving,1,0
749,as much as cheap quality black olives,3,0
746,antithesis of all that is good about human traffic,5,0
748,my step going over when its so slow moving,2,0
747,and all the food they offered was bland,7,1
747,and all the food they offered was bland,1,1
748,my step going over when its so slow moving,10,0
749,as much as cheap quality black olives,2,0
749,as much as cheap quality black olives,5,0
748,my step going over when its so slow moving,6,0
749,as much as cheap quality black olives,0,0
746,antithesis of all that is good about human traffic,10,0
747,and all the food they offered was bland,10,1
749,as much as cheap quality black olives,9,0
749,as much as cheap quality black olives,7,0
749,as much as cheap quality black olives,10,0
747,and all the food they offered was bland,9,1
747,and all the food they offered was bland,4,1
749,as much as cheap quality black olives,8,0
748,my step going over when its so slow moving,9,0
750,lovely duo of violinists playing songs we requested,5,1
749,as much as cheap quality black olives,1,0
750,lovely duo of violinists playing songs we requested,0,1
749,as much as cheap quality black olives,6,0
750,lovely duo of violinists playing songs we requested,2,1
750,lovely duo of violinists playing songs we requested,3,1
750,lovely duo of violinists playing songs we requested,4,1
750,lovely duo of violinists playing songs we requested,7,1
748,my step going over when its so slow moving,8,0
750,lovely duo of violinists playing songs we requested,6,1
750,lovely duo of violinists playing songs we requested,1,1
752,dirty fish market and a sewer,2,0
751,new nokia phone which is to say about this product it fails,9,1
750,lovely duo of violinists playing songs we requested,9,1
751,new nokia phone which is to say about this product it fails,10,1
751,new nokia phone which is to say about this product it fails,6,1
750,lovely duo of violinists playing songs we requested,8,1
752,dirty fish market and a sewer,1,0
752,dirty fish market and a sewer,4,0
752,dirty fish market and a sewer,3,0
753,and photography,2,0
751,new nokia phone which is to say about this product it fails,0,1
751,new nokia phone which is to say about this product it fails,5,1
750,lovely duo of violinists playing songs we requested,10,1
752,dirty fish market and a sewer,6,0
752,dirty fish market and a sewer,5,0
752,dirty fish market and a sewer,0,0
751,new nokia phone which is to say about this product it fails,1,1
751,new nokia phone which is to say about this product it fails,2,1
752,dirty fish market and a sewer,8,0
751,new nokia phone which is to say about this product it fails,8,1
753,and photography,1,0
753,and photography,3,0
754,noncustomer service focused new management,2,0
751,new nokia phone which is to say about this product it fails,4,1
754,noncustomer service focused new management,0,0
751,new nokia phone which is to say about this product it fails,3,1
753,and photography,10,0
754,noncustomer service focused new management,1,0
754,noncustomer service focused new management,6,0
753,and photography,7,0
752,dirty fish market and a sewer,7,0
753,and photography,0,0
753,and photography,8,0
752,dirty fish market and a sewer,10,0
752,dirty fish market and a sewer,9,0
754,noncustomer service focused new management,5,0
753,and photography,9,0
754,noncustomer service focused new management,3,0
751,new nokia phone which is to say about this product it fails,7,1
753,and photography,4,0
753,and photography,6,0
755,a small family restaurant feel to it,0,0
754,noncustomer service focused new management,7,0
755,a small family restaurant feel to it,1,0
755,a small family restaurant feel to it,3,0
754,noncustomer service focused new management,10,0
754,noncustomer service focused new management,8,0
754,noncustomer service focused new management,9,0
753,and photography,5,0
754,noncustomer service focused new management,4,0
755,a small family restaurant feel to it,4,0
755,a small family restaurant feel to it,5,0
755,a small family restaurant feel to it,2,0
755,a small family restaurant feel to it,6,0
756,greatespecially if you enjoy visual arts,10,1
756,greatespecially if you enjoy visual arts,1,1
756,greatespecially if you enjoy visual arts,3,1
757,its still sore,1,0
757,its still sore,5,0
755,a small family restaurant feel to it,8,0
756,greatespecially if you enjoy visual arts,9,1
757,its still sore,6,0
755,a small family restaurant feel to it,7,1
756,greatespecially if you enjoy visual arts,0,1
756,greatespecially if you enjoy visual arts,8,1
758,one coming,5,0
755,a small family restaurant feel to it,10,0
758,one coming,1,0
758,one coming,7,0
758,one coming,6,0
757,its still sore,2,0
756,greatespecially if you enjoy visual arts,6,1
757,its still sore,0,0
757,its still sore,3,0
757,its still sore,8,0
758,one coming,9,0
756,greatespecially if you enjoy visual arts,4,1
759,the bathrooms at this place hits the spot when i unwrapped it i despised it,4,0
757,its still sore,10,0
758,one coming,2,0
759,the bathrooms at this place hits the spot when i unwrapped it i despised it,7,0
758,one coming,10,0
757,its still sore,9,0
759,the bathrooms at this place hits the spot when i unwrapped it i despised it,1,0
756,greatespecially if you enjoy visual arts,7,1
755,a small family restaurant feel to it,9,0
757,its still sore,4,0
759,the bathrooms at this place hits the spot when i unwrapped it i despised it,2,0
759,the bathrooms at this place hits the spot when i unwrapped it i despised it,8,0
759,the bathrooms at this place hits the spot when i unwrapped it i despised it,3,0
759,the bathrooms at this place hits the spot when i unwrapped it i despised it,10,0
759,the bathrooms at this place hits the spot when i unwrapped it i despised it,6,0
757,its still sore,7,0
759,the bathrooms at this place hits the spot when i unwrapped it i despised it,9,0
758,one coming,3,0
758,one coming,8,0
759,the bathrooms at this place hits the spot when i unwrapped it i despised it,5,0
760,mac salad and fell in love,0,0
758,one coming,4,0
760,mac salad and fell in love,1,0
760,mac salad and fell in love,10,0
760,mac salad and fell in love,7,0
756,greatespecially if you enjoy visual arts,2,1
760,mac salad and fell in love,6,0
760,mac salad and fell in love,8,0
759,the bathrooms at this place hits the spot when i unwrapped it i despised it,0,0
760,mac salad and fell in love,9,0
760,mac salad and fell in love,4,0
760,mac salad and fell in love,3,0
761,upstairs and no coverage in my cell phone right away,0,0
761,upstairs and no coverage in my cell phone right away,3,0
761,upstairs and no coverage in my cell phone right away,2,0
761,upstairs and no coverage in my cell phone right away,4,0
761,upstairs and no coverage in my cell phone right away,1,0
761,upstairs and no coverage in my cell phone right away,7,0
760,mac salad and fell in love,5,0
762,to line up right to get decent volume,8,0
761,upstairs and no coverage in my cell phone right away,6,0
760,mac salad and fell in love,2,0
762,to line up right to get decent volume,3,0
761,upstairs and no coverage in my cell phone right away,9,0
762,to line up right to get decent volume,1,0
758,one coming,0,0
762,to line up right to get decent volume,4,0
763,in my mom and their clarity and that movie today and i found a brilliant as described,5,0
762,to line up right to get decent volume,0,0
763,in my mom and their clarity and that movie today and i found a brilliant as described,6,0
762,to line up right to get decent volume,10,0
762,to line up right to get decent volume,5,0
763,in my mom and their clarity and that movie today and i found a brilliant as described,4,0
762,to line up right to get decent volume,6,0
762,to line up right to get decent volume,7,0
761,upstairs and no coverage in my cell phone right away,8,0
762,to line up right to get decent volume,2,0
763,in my mom and their clarity and that movie today and i found a brilliant as described,0,0
761,upstairs and no coverage in my cell phone right away,5,0
762,to line up right to get decent volume,9,0
763,in my mom and their clarity and that movie today and i found a brilliant as described,1,0
763,in my mom and their clarity and that movie today and i found a brilliant as described,10,0
761,upstairs and no coverage in my cell phone right away,10,0
764,even brought the food is very difficult to put onid recommend avoiding this product it fails,2,1
764,even brought the food is very difficult to put onid recommend avoiding this product it fails,1,1
764,even brought the food is very difficult to put onid recommend avoiding this product it fails,3,1
763,in my mom and their clarity and that movie today and i found a brilliant as described,7,0
756,greatespecially if you enjoy visual arts,5,1
764,even brought the food is very difficult to put onid recommend avoiding this product it fails,7,1
765,ant is easy to use with lg vx env,1,1
764,even brought the food is very difficult to put onid recommend avoiding this product it fails,10,1
763,in my mom and their clarity and that movie today and i found a brilliant as described,9,0
764,even brought the food is very difficult to put onid recommend avoiding this product it fails,0,1
765,ant is easy to use with lg vx env,0,1
763,in my mom and their clarity and that movie today and i found a brilliant as described,8,0
764,even brought the food is very difficult to put onid recommend avoiding this product it fails,5,1
764,even brought the food is very difficult to put onid recommend avoiding this product it fails,9,1
764,even brought the food is very difficult to put onid recommend avoiding this product it fails,8,1
764,even brought the food is very difficult to put onid recommend avoiding this product it fails,4,1
763,in my mom and their clarity and that movie today and i found a brilliant as described,3,0
765,ant is easy to use with lg vx env,3,1
765,ant is easy to use with lg vx env,2,1
764,even brought the food is very difficult to put onid recommend avoiding this product it fails,6,1
766,i caught them on an off night but it wasnt always easy to watch,2,1
763,in my mom and their clarity and that movie today and i found a brilliant as described,2,0
766,i caught them on an off night but it wasnt always easy to watch,3,1
766,i caught them on an off night but it wasnt always easy to watch,0,1
765,ant is easy to use with lg vx env,5,1
766,i caught them on an off night but it wasnt always easy to watch,1,1
765,ant is easy to use with lg vx env,10,1
765,ant is easy to use with lg vx env,4,1
765,ant is easy to use with lg vx env,6,1
767,drive all not much,1,0
766,i caught them on an off night but it wasnt always easy to watch,4,1
766,i caught them on an off night but it wasnt always easy to watch,10,1
768,found the stars,1,0
766,i caught them on an off night but it wasnt always easy to watch,5,1
767,drive all not much,7,0
765,ant is easy to use with lg vx env,9,1
767,drive all not much,4,0
768,found the stars,0,0
767,drive all not much,3,0
768,found the stars,2,0
767,drive all not much,2,0
767,drive all not much,0,0
765,ant is easy to use with lg vx env,8,1
767,drive all not much,10,0
767,drive all not much,9,0
767,drive all not much,6,0
767,drive all not much,8,0
766,i caught them on an off night but it wasnt always easy to watch,6,1
766,i caught them on an off night but it wasnt always easy to watch,9,1
765,ant is easy to use with lg vx env,7,1
766,i caught them on an off night but it wasnt always easy to watch,8,1
768,found the stars,8,0
768,found the stars,9,0
768,found the stars,4,0
769,there is nothing authentic about this place but it does everything pretty well,6,1
769,there is nothing authentic about this place but it does everything pretty well,7,1
769,there is nothing authentic about this place but it does everything pretty well,5,1
769,there is nothing authentic about this place but it does everything pretty well,4,1
768,found the stars,3,0
768,found the stars,10,0
769,there is nothing authentic about this place but it does everything pretty well,9,1
770,sandwiches and everything ive tried gets my seal of approval,2,1
770,sandwiches and everything ive tried gets my seal of approval,0,1
768,found the stars,7,0
768,found the stars,6,0
769,there is nothing authentic about this place but it does everything pretty well,2,1
769,there is nothing authentic about this place but it does everything pretty well,10,1
769,there is nothing authentic about this place but it does everything pretty well,1,1
770,sandwiches and everything ive tried gets my seal of approval,5,1
770,sandwiches and everything ive tried gets my seal of approval,6,1
770,sandwiches and everything ive tried gets my seal of approval,7,1
767,drive all not much,5,0
770,sandwiches and everything ive tried gets my seal of approval,3,1
770,sandwiches and everything ive tried gets my seal of approval,10,1
771,phone works well,4,1
771,phone works well,10,1
771,phone works well,2,1
771,phone works well,7,1
772,i even dropped this phone into a stream and it was submerged for seconds and it still works great,5,1
766,i caught them on an off night but it wasnt always easy to watch,7,1
770,sandwiches and everything ive tried gets my seal of approval,4,1
768,found the stars,5,0
772,i even dropped this phone into a stream and it was submerged for seconds and it still works great,0,1
772,i even dropped this phone into a stream and it was submerged for seconds and it still works great,4,1
770,sandwiches and everything ive tried gets my seal of approval,9,1
771,phone works well,3,1
772,i even dropped this phone into a stream and it was submerged for seconds and it still works great,1,1
770,sandwiches and everything ive tried gets my seal of approval,1,1
772,i even dropped this phone into a stream and it was submerged for seconds and it still works great,3,1
769,there is nothing authentic about this place but it does everything pretty well,3,1
772,i even dropped this phone into a stream and it was submerged for seconds and it still works great,8,1
773,breaking despite much care on my oyvey scale,2,0
772,i even dropped this phone into a stream and it was submerged for seconds and it still works great,7,1
773,breaking despite much care on my oyvey scale,0,0
769,there is nothing authentic about this place but it does everything pretty well,8,1
773,breaking despite much care on my oyvey scale,1,0
772,i even dropped this phone into a stream and it was submerged for seconds and it still works great,9,1
771,phone works well,9,1
769,there is nothing authentic about this place but it does everything pretty well,0,1
770,sandwiches and everything ive tried gets my seal of approval,8,1
771,phone works well,0,1
773,breaking despite much care on my oyvey scale,5,0
773,breaking despite much care on my oyvey scale,9,0
772,i even dropped this phone into a stream and it was submerged for seconds and it still works great,6,1
773,breaking despite much care on my oyvey scale,7,0
773,breaking despite much care on my oyvey scale,8,0
773,breaking despite much care on my oyvey scale,3,0
772,i even dropped this phone into a stream and it was submerged for seconds and it still works great,10,1
771,phone works well,5,1
771,phone works well,6,1
774,food was great and so was the biscuit,0,1
773,breaking despite much care on my oyvey scale,4,0
774,food was great and so was the biscuit,2,1
774,food was great and so was the biscuit,1,1
774,food was great and so was the biscuit,4,1
771,phone works well,1,1
772,i even dropped this phone into a stream and it was submerged for seconds and it still works great,2,1
774,food was great and so was the biscuit,3,1
774,food was great and so was the biscuit,6,1
774,food was great and so was the biscuit,8,1
773,breaking despite much care on my oyvey scale,6,0
774,food was great and so was the biscuit,7,1
773,breaking despite much care on my oyvey scale,10,0
774,food was great and so was the biscuit,5,1
775,away when i want my damn pho,9,0
775,away when i want my damn pho,6,0
777,place to come back to every once in a while,1,1
775,away when i want my damn pho,7,0
775,away when i want my damn pho,1,0
775,away when i want my damn pho,8,0
775,away when i want my damn pho,4,0
776,and the battery drops a bar,10,0
776,and the battery drops a bar,3,0
777,place to come back to every once in a while,0,1
776,and the battery drops a bar,7,0
776,and the battery drops a bar,2,0
775,away when i want my damn pho,2,0
776,and the battery drops a bar,5,0
776,and the battery drops a bar,1,0
775,away when i want my damn pho,10,0
774,food was great and so was the biscuit,10,1
777,place to come back to every once in a while,5,1
777,place to come back to every once in a while,6,1
777,place to come back to every once in a while,4,1
776,and the battery drops a bar,4,0
777,place to come back to every once in a while,2,1
775,away when i want my damn pho,0,0
777,place to come back to every once in a while,7,1
778,i didnt work with the sort of the breakage is just check on my appointments and management is slim and uplifting,0,0
776,and the battery drops a bar,0,0
778,i didnt work with the sort of the breakage is just check on my appointments and management is slim and uplifting,4,0
775,away when i want my damn pho,3,0
774,food was great and so was the biscuit,9,1
778,i didnt work with the sort of the breakage is just check on my appointments and management is slim and uplifting,3,0
778,i didnt work with the sort of the breakage is just check on my appointments and management is slim and uplifting,1,0
777,place to come back to every once in a while,10,1
777,place to come back to every once in a while,8,1
776,and the battery drops a bar,8,0
778,i didnt work with the sort of the breakage is just check on my appointments and management is slim and uplifting,2,0
778,i didnt work with the sort of the breakage is just check on my appointments and management is slim and uplifting,8,0
778,i didnt work with the sort of the breakage is just check on my appointments and management is slim and uplifting,10,0
776,and the battery drops a bar,6,0
777,place to come back to every once in a while,9,1
779,even that company was the roast beef were dirty seat covers were welldone,0,0
775,away when i want my damn pho,5,0
778,i didnt work with the sort of the breakage is just check on my appointments and management is slim and uplifting,6,0
779,even that company was the roast beef were dirty seat covers were welldone,2,0
778,i didnt work with the sort of the breakage is just check on my appointments and management is slim and uplifting,7,0
771,phone works well,8,1
776,and the battery drops a bar,9,0
779,even that company was the roast beef were dirty seat covers were welldone,1,0
779,even that company was the roast beef were dirty seat covers were welldone,10,0
777,place to come back to every once in a while,3,1
780,unless im not using it correctly which i dont think is the case,0,0
781,back to this seller,4,0
780,unless im not using it correctly which i dont think is the case,8,0
780,unless im not using it correctly which i dont think is the case,9,0
779,even that company was the roast beef were dirty seat covers were welldone,9,0
780,unless im not using it correctly which i dont think is the case,4,0
780,unless im not using it correctly which i dont think is the case,5,0
779,even that company was the roast beef were dirty seat covers were welldone,8,0
781,back to this seller,8,0
780,unless im not using it correctly which i dont think is the case,7,0
779,even that company was the roast beef were dirty seat covers were welldone,5,1
779,even that company was the roast beef were dirty seat covers were welldone,4,0
778,i didnt work with the sort of the breakage is just check on my appointments and management is slim and uplifting,5,0
780,unless im not using it correctly which i dont think is the case,6,0
781,back to this seller,0,0
781,back to this seller,3,0
778,i didnt work with the sort of the breakage is just check on my appointments and management is slim and uplifting,9,0
780,unless im not using it correctly which i dont think is the case,3,0
781,back to this seller,6,0
780,unless im not using it correctly which i dont think is the case,2,0
779,even that company was the roast beef were dirty seat covers were welldone,7,0
779,even that company was the roast beef were dirty seat covers were welldone,6,0
780,unless im not using it correctly which i dont think is the case,1,0
782,for them going out of my pants or back pockets instead,1,0
782,for them going out of my pants or back pockets instead,5,0
782,for them going out of my pants or back pockets instead,4,0
781,back to this seller,5,0
782,for them going out of my pants or back pockets instead,6,0
782,for them going out of my pants or back pockets instead,8,0
782,for them going out of my pants or back pockets instead,10,0
782,for them going out of my pants or back pockets instead,2,0
782,for them going out of my pants or back pockets instead,9,0
783,what it says it is,0,0
781,back to this seller,7,0
782,for them going out of my pants or back pockets instead,3,0
783,what it says it is,1,0
782,for them going out of my pants or back pockets instead,0,0
782,for them going out of my pants or back pockets instead,7,0
780,unless im not using it correctly which i dont think is the case,10,0
781,back to this seller,9,0
783,what it says it is,4,0
781,back to this seller,2,0
781,back to this seller,10,0
783,what it says it is,3,0
779,even that company was the roast beef were dirty seat covers were welldone,3,1
785,mystifying,2,0
784,to bring us the check when we asked for the bill to leave without eating and they didnt look too appealing,3,1
784,to bring us the check when we asked for the bill to leave without eating and they didnt look too appealing,4,1
783,what it says it is,2,0
783,what it says it is,5,0
784,to bring us the check when we asked for the bill to leave without eating and they didnt look too appealing,6,1
783,what it says it is,9,0
783,what it says it is,8,0
784,to bring us the check when we asked for the bill to leave without eating and they didnt look too appealing,8,1
784,to bring us the check when we asked for the bill to leave without eating and they didnt look too appealing,1,1
784,to bring us the check when we asked for the bill to leave without eating and they didnt look too appealing,10,1
785,mystifying,4,0
785,mystifying,1,0
784,to bring us the check when we asked for the bill to leave without eating and they didnt look too appealing,7,1
783,what it says it is,7,0
785,mystifying,5,0
784,to bring us the check when we asked for the bill to leave without eating and they didnt look too appealing,9,1
785,mystifying,6,0
784,to bring us the check when we asked for the bill to leave without eating and they didnt look too appealing,0,1
784,to bring us the check when we asked for the bill to leave without eating and they didnt look too appealing,5,1
784,to bring us the check when we asked for the bill to leave without eating and they didnt look too appealing,2,1
786,of town this place is good,6,0
786,of town this place is good,2,0
786,of town this place is good,0,0
785,mystifying,9,0
785,mystifying,7,0
786,of town this place is good,1,0
783,what it says it is,6,0
786,of town this place is good,4,0
786,of town this place is good,9,0
785,mystifying,8,0
786,of town this place is good,10,0
786,of town this place is good,5,0
787,were goldencrispy and delicious,1,1
785,mystifying,0,0
783,what it says it is,10,0
786,of town this place is good,8,0
787,were goldencrispy and delicious,3,1
787,were goldencrispy and delicious,7,1
787,were goldencrispy and delicious,5,1
785,mystifying,10,0
786,of town this place is good,7,0
781,back to this seller,1,0
787,were goldencrispy and delicious,10,1
788,salad with the top but not hear me vomit,0,0
788,salad with the top but not hear me vomit,1,0
787,were goldencrispy and delicious,6,1
787,were goldencrispy and delicious,8,1
787,were goldencrispy and delicious,0,1
788,salad with the top but not hear me vomit,9,0
787,were goldencrispy and delicious,9,1
788,salad with the top but not hear me vomit,2,0
787,were goldencrispy and delicious,4,1
788,salad with the top but not hear me vomit,8,0
785,mystifying,3,0
788,salad with the top but not hear me vomit,6,0
788,salad with the top but not hear me vomit,7,0
788,salad with the top but not hear me vomit,5,0
789,smooth while driving up,6,0
790,expect,1,0
789,smooth while driving up,1,0
789,smooth while driving up,2,0
788,salad with the top but not hear me vomit,4,0
789,smooth while driving up,3,0
789,smooth while driving up,4,0
790,expect,4,0
789,smooth while driving up,0,0
789,smooth while driving up,9,0
789,smooth while driving up,8,0
789,smooth while driving up,5,0
789,smooth while driving up,10,0
790,expect,8,0
790,expect,0,0
790,expect,7,0
790,expect,10,0
790,expect,2,0
790,expect,9,0
790,expect,3,0
791,characterage appropriate,6,0
790,expect,6,0
787,were goldencrispy and delicious,2,1
791,characterage appropriate,4,0
791,characterage appropriate,9,0
791,characterage appropriate,7,0
789,smooth while driving up,7,0
791,characterage appropriate,5,0
791,characterage appropriate,0,0
786,of town this place is good,3,0
788,salad with the top but not hear me vomit,3,0
792,the computer while it is on my lap,0,0
791,characterage appropriate,10,0
792,the computer while it is on my lap,2,0
792,the computer while it is on my lap,6,0
791,characterage appropriate,1,0
792,the computer while it is on my lap,4,0
792,the computer while it is on my lap,5,0
791,characterage appropriate,3,0
791,characterage appropriate,8,0
792,the computer while it is on my lap,1,0
792,the computer while it is on my lap,3,0
792,the computer while it is on my lap,8,0
793,wondered how retarded the crust is on an excellent story solid,8,0
794,and tasty,8,0
793,wondered how retarded the crust is on an excellent story solid,4,0
794,and tasty,5,1
793,wondered how retarded the crust is on an excellent story solid,3,0
793,wondered how retarded the crust is on an excellent story solid,10,0
793,wondered how retarded the crust is on an excellent story solid,5,0
794,and tasty,7,0
794,and tasty,1,0
793,wondered how retarded the crust is on an excellent story solid,0,0
793,wondered how retarded the crust is on an excellent story solid,7,0
793,wondered how retarded the crust is on an excellent story solid,6,0
793,wondered how retarded the crust is on an excellent story solid,9,0
794,and tasty,3,0
794,and tasty,2,0
794,and tasty,9,0
790,expect,5,0
792,the computer while it is on my lap,7,0
794,and tasty,6,0
788,salad with the top but not hear me vomit,10,0
795,and i cant wait until the next,2,0
795,and i cant wait until the next,0,0
794,and tasty,10,0
792,the computer while it is on my lap,9,0
792,the computer while it is on my lap,10,0
795,and i cant wait until the next,3,0
795,and i cant wait until the next,5,0
795,and i cant wait until the next,10,0
796,was definitely not filling at all and for the price you cannot beat it,3,1
795,and i cant wait until the next,9,0
795,and i cant wait until the next,7,0
795,and i cant wait until the next,1,0
796,was definitely not filling at all and for the price you cannot beat it,2,1
795,and i cant wait until the next,4,0
793,wondered how retarded the crust is on an excellent story solid,2,0
796,was definitely not filling at all and for the price you cannot beat it,6,1
794,and tasty,0,0
796,was definitely not filling at all and for the price you cannot beat it,4,1
796,was definitely not filling at all and for the price you cannot beat it,5,1
796,was definitely not filling at all and for the price you cannot beat it,7,1
796,was definitely not filling at all and for the price you cannot beat it,1,1
796,was definitely not filling at all and for the price you cannot beat it,0,1
796,was definitely not filling at all and for the price you cannot beat it,9,1
795,and i cant wait until the next,6,0
798,delicious our waiter wasnt too small,3,1
797,movie and disliked it as much,10,0
798,delicious our waiter wasnt too small,4,1
798,delicious our waiter wasnt too small,0,0
798,delicious our waiter wasnt too small,7,1
799,finally works well,0,1
798,delicious our waiter wasnt too small,1,1
798,delicious our waiter wasnt too small,6,1
796,was definitely not filling at all and for the price you cannot beat it,8,1
798,delicious our waiter wasnt too small,10,1
797,movie and disliked it as much,0,0
797,movie and disliked it as much,5,0
797,movie and disliked it as much,2,1
794,and tasty,4,0
798,delicious our waiter wasnt too small,8,1
799,finally works well,1,1
797,movie and disliked it as much,3,0
799,finally works well,3,1
798,delicious our waiter wasnt too small,5,1
796,was definitely not filling at all and for the price you cannot beat it,10,1
797,movie and disliked it as much,9,0
797,movie and disliked it as much,8,0
798,delicious our waiter wasnt too small,2,1
800,very weak,3,1
800,very weak,0,1
800,very weak,2,1
798,delicious our waiter wasnt too small,9,1
799,finally works well,8,1
799,finally works well,10,1
799,finally works well,7,1
799,finally works well,9,1
797,movie and disliked it as much,7,1
799,finally works well,5,1
800,very weak,1,1
800,very weak,4,1
799,finally works well,6,1
795,and i cant wait until the next,8,0
800,very weak,8,1
800,very weak,6,1
801,hasnt missed a step going from silent to sound,0,1
800,very weak,9,1
801,hasnt missed a step going from silent to sound,1,1
800,very weak,10,1
801,hasnt missed a step going from silent to sound,2,1
791,characterage appropriate,2,0
801,hasnt missed a step going from silent to sound,4,1
802,waitress was good,0,1
800,very weak,7,1
801,hasnt missed a step going from silent to sound,5,1
802,waitress was good,6,1
801,hasnt missed a step going from silent to sound,10,1
800,very weak,5,1
801,hasnt missed a step going from silent to sound,6,1
801,hasnt missed a step going from silent to sound,7,1
802,waitress was good,1,1
801,hasnt missed a step going from silent to sound,3,1
802,waitress was good,9,1
803,this was a pale color instead of nice and the lion we see a wonderful story,1,0
802,waitress was good,7,1
803,this was a pale color instead of nice and the lion we see a wonderful story,4,0
802,waitress was good,5,1
802,waitress was good,8,1
802,waitress was good,2,1
793,wondered how retarded the crust is on an excellent story solid,1,1
802,waitress was good,10,1
803,this was a pale color instead of nice and the lion we see a wonderful story,10,0
803,this was a pale color instead of nice and the lion we see a wonderful story,5,0
804,this purchase,0,0
804,this purchase,5,0
803,this was a pale color instead of nice and the lion we see a wonderful story,6,0
803,this was a pale color instead of nice and the lion we see a wonderful story,0,0
804,this purchase,4,0
804,this purchase,3,0
799,finally works well,4,1
804,this purchase,9,0
803,this was a pale color instead of nice and the lion we see a wonderful story,2,0
804,this purchase,7,0
803,this was a pale color instead of nice and the lion we see a wonderful story,9,1
804,this purchase,1,0
804,this purchase,6,0
797,movie and disliked it as much,4,1
804,this purchase,10,0
799,finally works well,2,1
802,waitress was good,4,1
805,headset right,0,0
803,this was a pale color instead of nice and the lion we see a wonderful story,3,0
805,headset right,4,0
802,waitress was good,3,1
805,headset right,2,0
805,headset right,3,0
806,was there was no speakerphone,0,1
805,headset right,7,0
801,hasnt missed a step going from silent to sound,8,1
805,headset right,9,0
805,headset right,5,0
805,headset right,8,0
797,movie and disliked it as much,6,0
806,was there was no speakerphone,6,0
806,was there was no speakerphone,8,0
804,this purchase,2,0
806,was there was no speakerphone,3,0
806,was there was no speakerphone,5,0
805,headset right,10,0
806,was there was no speakerphone,7,0
805,headset right,1,0
806,was there was no speakerphone,1,0
807,do it,8,0
808,businesses its actually rare for me to give a star,1,0
808,businesses its actually rare for me to give a star,2,0
808,businesses its actually rare for me to give a star,0,0
807,do it,3,0
807,do it,10,0
797,movie and disliked it as much,1,0
806,was there was no speakerphone,2,0
808,businesses its actually rare for me to give a star,3,0
807,do it,5,0
804,this purchase,8,0
806,was there was no speakerphone,10,0
807,do it,6,0
807,do it,4,0
808,businesses its actually rare for me to give a star,6,1
801,hasnt missed a step going from silent to sound,9,1
807,do it,7,0
806,was there was no speakerphone,4,0
803,this was a pale color instead of nice and the lion we see a wonderful story,8,0
809,was definitely not filling at all and for the price you pay you should expect more,1,1
808,businesses its actually rare for me to give a star,5,0
